# fid r11 r12 r13 tx r21 r22 r23 ty r31 r32 r33 tz
1145 0.65932 -0.75070 -0.04176 28.36282 0.75113 0.65522 0.08058 -25.43753 -0.03313 -0.08450 0.99587 1.14938
1146 0.65275 -0.75640 -0.04202 28.40077 0.75684 0.64869 0.07993 -25.45836 -0.03320 -0.08397 0.99591 1.15734
1147 0.64213 -0.76539 -0.04285 28.41262 0.76585 0.63805 0.07973 -25.48178 -0.03368 -0.08401 0.99590 1.15339
1148 0.63233 -0.77350 -0.04317 28.45045 0.77389 0.62813 0.08091 -25.50967 -0.03547 -0.08457 0.99579 1.16279
1149 0.62196 -0.78187 -0.04304 28.49440 0.78212 0.61761 0.08269 -25.53771 -0.03807 -0.08510 0.99565 1.17656
1150 0.61007 -0.79116 -0.04344 28.51260 0.79134 0.60561 0.08379 -25.55888 -0.03998 -0.08549 0.99554 1.20427
1151 0.59788 -0.80042 -0.04314 28.54131 0.80043 0.59329 0.08554 -25.57679 -0.04287 -0.08567 0.99540 1.22711
1152 0.58551 -0.80955 -0.04255 28.56754 0.80951 0.58108 0.08389 -25.59231 -0.04319 -0.08356 0.99557 1.23968
1153 0.57402 -0.81780 -0.04123 28.58520 0.81760 0.56965 0.08381 -25.63106 -0.04505 -0.08182 0.99563 1.25501
1154 0.56295 -0.82547 -0.04113 28.61985 0.82524 0.55867 0.08290 -25.65202 -0.04546 -0.08061 0.99571 1.25825
1155 0.55188 -0.83297 -0.03989 28.66739 0.83272 0.54788 0.08004 -25.64988 -0.04481 -0.07739 0.99599 1.28652
1156 0.54114 -0.83992 -0.04126 28.70225 0.83979 0.53721 0.07841 -25.66697 -0.04369 -0.07708 0.99607 1.30898
1157 0.52994 -0.84698 -0.04215 28.73001 0.84689 0.52600 0.07814 -25.69921 -0.04401 -0.07711 0.99605 1.30872
1158 0.51892 -0.85369 -0.04404 28.75882 0.85370 0.51490 0.07801 -25.73641 -0.04392 -0.07807 0.99598 1.29876
1159 0.50589 -0.86150 -0.04353 28.79059 0.86129 0.50169 0.08059 -25.74876 -0.04759 -0.07826 0.99580 1.26181
1160 0.49459 -0.86795 -0.04523 28.84696 0.86777 0.49025 0.08143 -25.76682 -0.04850 -0.07952 0.99565 1.23010
1161 0.48289 -0.87426 -0.04977 28.87875 0.87452 0.47856 0.07866 -25.78016 -0.04495 -0.08151 0.99566 1.19738
1162 0.47066 -0.88090 -0.04999 28.91378 0.88109 0.46628 0.07908 -25.80524 -0.04635 -0.08126 0.99561 1.20439
1163 0.46005 -0.88656 -0.04867 28.94653 0.88655 0.45565 0.08006 -25.82292 -0.04880 -0.07998 0.99560 1.22200
1164 0.45124 -0.89127 -0.04495 28.97474 0.89076 0.44678 0.08324 -25.83347 -0.05411 -0.07761 0.99551 1.26300
1165 0.44139 -0.89624 -0.04395 28.98459 0.89554 0.43691 0.08432 -25.83518 -0.05636 -0.07658 0.99547 1.28367
1166 0.42876 -0.90245 -0.04184 29.00657 0.90158 0.42447 0.08356 -25.84366 -0.05765 -0.07355 0.99562 1.29883
1167 0.41905 -0.90703 -0.04116 29.04211 0.90601 0.41475 0.08448 -25.87633 -0.05955 -0.07269 0.99558 1.32990
1168 0.41187 -0.91029 -0.04167 29.07392 0.90945 0.40777 0.08139 -25.89648 -0.05709 -0.07142 0.99581 1.34311
1169 0.40599 -0.91291 -0.04209 29.11005 0.91202 0.40179 0.08239 -25.90791 -0.05830 -0.07183 0.99571 1.34409
1170 0.40219 -0.91459 -0.04215 29.14237 0.91375 0.39808 0.08124 -25.91398 -0.05752 -0.07119 0.99580 1.33105
1171 0.39877 -0.91611 -0.04165 29.19079 0.91523 0.39470 0.08104 -25.92895 -0.05781 -0.07044 0.99584 1.33441
1172 0.39382 -0.91823 -0.04199 29.22348 0.91732 0.38970 0.08163 -25.95315 -0.05859 -0.07066 0.99578 1.33549
1173 0.39020 -0.91983 -0.04068 29.26027 0.91886 0.38620 0.08095 -25.97009 -0.05875 -0.06897 0.99589 1.35619
1174 0.38668 -0.92137 -0.03951 29.29808 0.92030 0.38277 0.08086 -25.97781 -0.05938 -0.06763 0.99594 1.36335
1175 0.38216 -0.92315 -0.04186 29.33170 0.92208 0.37794 0.08325 -25.99330 -0.06103 -0.07041 0.99565 1.35291
1176 0.37929 -0.92422 -0.04429 29.37278 0.92324 0.37485 0.08441 -26.01288 -0.06141 -0.07291 0.99545 1.32273
1177 0.37692 -0.92501 -0.04795 29.41388 0.92434 0.37232 0.08345 -26.03010 -0.05934 -0.07578 0.99536 1.28270
1178 0.37496 -0.92574 -0.04902 29.45226 0.92535 0.37057 0.07998 -26.05026 -0.05588 -0.07535 0.99559 1.26741
1179 0.37462 -0.92585 -0.04958 29.49002 0.92558 0.37030 0.07863 -26.06047 -0.05444 -0.07535 0.99567 1.28212
1180 0.37345 -0.92638 -0.04848 29.52009 0.92595 0.36910 0.07994 -26.08465 -0.05616 -0.07474 0.99562 1.30402
1181 0.37248 -0.92694 -0.04525 29.54978 0.92609 0.36811 0.08276 -26.08455 -0.06005 -0.07273 0.99554 1.31582
1182 0.37098 -0.92769 -0.04208 29.58832 0.92663 0.36681 0.08248 -26.10219 -0.06108 -0.06959 0.99570 1.34755
1183 0.36976 -0.92831 -0.03899 29.61278 0.92705 0.36580 0.08234 -26.10973 -0.06217 -0.06659 0.99584 1.37114
1184 0.36888 -0.92864 -0.03953 29.64856 0.92741 0.36488 0.08234 -26.13647 -0.06204 -0.06703 0.99582 1.39200
1185 0.36866 -0.92865 -0.04131 29.68807 0.92747 0.36448 0.08336 -26.12899 -0.06235 -0.06905 0.99566 1.38796
1186 0.36628 -0.92946 -0.04404 29.71496 0.92837 0.36184 0.08485 -26.15668 -0.06293 -0.07196 0.99542 1.39132
1187 0.36719 -0.92912 -0.04378 29.74749 0.92793 0.36266 0.08618 -26.18601 -0.06419 -0.07227 0.99532 1.38671
1188 0.36705 -0.92914 -0.04442 29.79245 0.92794 0.36241 0.08706 -26.19147 -0.06479 -0.07317 0.99521 1.37822
1189 0.36468 -0.93005 -0.04501 29.82269 0.92892 0.36006 0.08636 -26.21876 -0.06411 -0.07331 0.99525 1.38288
1190 0.36584 -0.92956 -0.04558 29.86699 0.92859 0.36131 0.08472 -26.23032 -0.06228 -0.07332 0.99536 1.38103
1191 0.36519 -0.92973 -0.04733 29.90928 0.92889 0.36055 0.08468 -26.24487 -0.06166 -0.07488 0.99528 1.39157
1192 0.36439 -0.93005 -0.04709 29.93677 0.92915 0.35972 0.08538 -26.24360 -0.06247 -0.07486 0.99524 1.37695
1193 0.36264 -0.93077 -0.04647 29.98022 0.92979 0.35798 0.08571 -26.28718 -0.06314 -0.07428 0.99524 1.36159
1194 0.36492 -0.92987 -0.04657 30.01926 0.92890 0.36024 0.08583 -26.28725 -0.06304 -0.07458 0.99522 1.37207
1195 0.36321 -0.93049 -0.04760 30.03182 0.92953 0.35839 0.08684 -26.30483 -0.06374 -0.07579 0.99508 1.40193
1196 0.36336 -0.93043 -0.04768 30.06661 0.92944 0.35850 0.08725 -26.30680 -0.06409 -0.07602 0.99504 1.39680
1197 0.36299 -0.93065 -0.04620 30.11988 0.92959 0.35828 0.08659 -26.31867 -0.06404 -0.07438 0.99517 1.38908
1198 0.36221 -0.93094 -0.04645 30.15475 0.92991 0.35749 0.08645 -26.32536 -0.06388 -0.07451 0.99517 1.38821
1199 0.35910 -0.93216 -0.04602 30.17951 0.93093 0.35424 0.08883 -26.34753 -0.06650 -0.07474 0.99498 1.39983
1200 0.35982 -0.93194 -0.04502 30.22795 0.93050 0.35489 0.09066 -26.36835 -0.06851 -0.07451 0.99486 1.39102
1201 0.35927 -0.93219 -0.04418 30.26399 0.93070 0.35440 0.09055 -26.39217 -0.06875 -0.07365 0.99491 1.37820
1202 0.35867 -0.93254 -0.04165 30.29263 0.93076 0.35388 0.09195 -26.40827 -0.07101 -0.07174 0.99489 1.34781
1203 0.35922 -0.93239 -0.04004 30.33186 0.93058 0.35461 0.09098 -26.40917 -0.07063 -0.06994 0.99505 1.31329
1204 0.35763 -0.93297 -0.04084 30.36189 0.93130 0.35307 0.08958 -26.42742 -0.06915 -0.07007 0.99514 1.28935
1205 0.35892 -0.93242 -0.04192 30.39530 0.93092 0.35437 0.08835 -26.45090 -0.06752 -0.07074 0.99521 1.27443
1206 0.36478 -0.93010 -0.04298 30.45894 0.92882 0.36027 0.08667 -26.47415 -0.06512 -0.07154 0.99531 1.27247
1207 0.37183 -0.92731 -0.04287 30.50805 0.92598 0.36724 0.08776 -26.48712 -0.06564 -0.07233 0.99522 1.26092
1208 0.37781 -0.92488 -0.04314 30.54538 0.92362 0.37322 0.08736 -26.49857 -0.06469 -0.07285 0.99524 1.25536
1209 0.38494 -0.92198 -0.04213 30.57332 0.92070 0.38043 0.08714 -26.51325 -0.06431 -0.07234 0.99530 1.27120
1210 0.39143 -0.91925 -0.04196 30.60019 0.91785 0.38676 0.08921 -26.53528 -0.06578 -0.07344 0.99513 1.28519
1211 0.39823 -0.91634 -0.04155 30.62882 0.91486 0.39348 0.09058 -26.53783 -0.06665 -0.07408 0.99502 1.29431
1212 0.40650 -0.91280 -0.03952 30.66644 0.91098 0.40163 0.09384 -26.55318 -0.06979 -0.07414 0.99480 1.31537
1213 0.41092 -0.91088 -0.03814 30.69708 0.90896 0.40611 0.09414 -26.57765 -0.07027 -0.07335 0.99483 1.34190
1214 0.41588 -0.90866 -0.03720 30.73607 0.90679 0.41123 0.09282 -26.58388 -0.06904 -0.07233 0.99499 1.35875
1215 0.41792 -0.90766 -0.03856 30.77954 0.90596 0.41322 0.09215 -26.60807 -0.06771 -0.07345 0.99500 1.33597
1216 0.42046 -0.90653 -0.03769 30.81839 0.90479 0.41583 0.09187 -26.63116 -0.06761 -0.07273 0.99506 1.32113
1217 0.42288 -0.90552 -0.03480 30.83877 0.90340 0.41825 0.09457 -26.65814 -0.07108 -0.07143 0.99491 1.30214
1218 0.42608 -0.90409 -0.03268 30.88357 0.90180 0.42156 0.09511 -26.68415 -0.07221 -0.07000 0.99493 1.27715
1219 0.42737 -0.90347 -0.03324 30.92302 0.90121 0.42280 0.09520 -26.69140 -0.07195 -0.07064 0.99490 1.26602
1220 0.42818 -0.90303 -0.03454 30.95610 0.90084 0.42349 0.09565 -26.70557 -0.07175 -0.07207 0.99482 1.27777
1221 0.42819 -0.90304 -0.03435 30.98764 0.90079 0.42346 0.09623 -26.71293 -0.07235 -0.07214 0.99477 1.29329
1222 0.42822 -0.90304 -0.03390 31.02646 0.90073 0.42350 0.09660 -26.74757 -0.07287 -0.07190 0.99475 1.29243
1223 0.42841 -0.90298 -0.03316 31.05598 0.90056 0.42368 0.09743 -26.75452 -0.07393 -0.07161 0.99469 1.28606
1224 0.42894 -0.90273 -0.03296 31.09311 0.90026 0.42420 0.09790 -26.78359 -0.07439 -0.07166 0.99465 1.28708
1225 0.42896 -0.90273 -0.03270 31.12680 0.90020 0.42420 0.09842 -26.79284 -0.07497 -0.07166 0.99461 1.30469
1226 0.42944 -0.90253 -0.03194 31.16074 0.89982 0.42460 0.10019 -26.79522 -0.07686 -0.07177 0.99446 1.33801
1227 0.42863 -0.90290 -0.03227 31.18713 0.90009 0.42365 0.10179 -26.81043 -0.07824 -0.07268 0.99428 1.34680
1228 0.42890 -0.90262 -0.03628 31.24831 0.90036 0.42386 0.09849 -26.82262 -0.07352 -0.07490 0.99448 1.34432
1229 0.42735 -0.90324 -0.03907 31.26333 0.90134 0.42229 0.09622 -26.86610 -0.07041 -0.07633 0.99459 1.34230
1230 0.42852 -0.90266 -0.03969 31.27961 0.90070 0.42329 0.09783 -26.86596 -0.07151 -0.07767 0.99441 1.33752
1231 0.42877 -0.90249 -0.04090 31.32022 0.90066 0.42350 0.09730 -26.89270 -0.07049 -0.07856 0.99441 1.34489
1232 0.42816 -0.90277 -0.04101 31.36551 0.90090 0.42283 0.09792 -26.89352 -0.07106 -0.07888 0.99435 1.35542
1233 0.42868 -0.90264 -0.03837 31.39395 0.90048 0.42343 0.09925 -26.92446 -0.07335 -0.07709 0.99432 1.35692
1234 0.42932 -0.90239 -0.03707 31.43419 0.89988 0.42391 0.10253 -26.92814 -0.07681 -0.07737 0.99404 1.35875
1235 0.42938 -0.90233 -0.03778 31.46936 0.89998 0.42403 0.10116 -26.96270 -0.07526 -0.07744 0.99415 1.37661
1236 0.42786 -0.90291 -0.04110 31.49112 0.90088 0.42234 0.10020 -26.94401 -0.07312 -0.07990 0.99412 1.38221
1237 0.42638 -0.90348 -0.04384 31.52035 0.90176 0.42077 0.09889 -27.00029 -0.07090 -0.08169 0.99413 1.39025
1238 0.42996 -0.90175 -0.04457 31.55304 0.90008 0.42426 0.09930 -26.98836 -0.07063 -0.08281 0.99406 1.38777
1239 0.42551 -0.90376 -0.04651 31.58855 0.90216 0.41960 0.10026 -27.00726 -0.07109 -0.08462 0.99387 1.40090
1240 0.42385 -0.90453 -0.04670 31.60880 0.90279 0.41775 0.10223 -27.01328 -0.07296 -0.08549 0.99366 1.40091
1241 0.42264 -0.90510 -0.04663 31.66107 0.90350 0.41674 0.10005 -27.05790 -0.07113 -0.08442 0.99389 1.39655
1242 0.41920 -0.90671 -0.04633 31.68646 0.90516 0.41344 0.09879 -27.07497 -0.07042 -0.08335 0.99403 1.40908
1243 0.41654 -0.90782 -0.04856 31.71623 0.90636 0.41052 0.09990 -27.07960 -0.07075 -0.08562 0.99381 1.44246
1244 0.41337 -0.90922 -0.04943 31.74542 0.90771 0.40718 0.10135 -27.08407 -0.07203 -0.08677 0.99362 1.45190
1245 0.40756 -0.91185 -0.04927 31.78768 0.91026 0.40135 0.10166 -27.09654 -0.07292 -0.08628 0.99360 1.46014
1246 0.40140 -0.91458 -0.04927 31.82918 0.91312 0.39541 0.09935 -27.12978 -0.07138 -0.08487 0.99383 1.45175
1247 0.39503 -0.91728 -0.05056 31.85796 0.91585 0.38891 0.09988 -27.15276 -0.07196 -0.08576 0.99371 1.45054
1248 0.38918 -0.91962 -0.05338 31.87847 0.91803 0.38243 0.10470 -27.16749 -0.07587 -0.08975 0.99307 1.43029
1249 0.38415 -0.92160 -0.05555 31.92669 0.92010 0.37717 0.10562 -27.17007 -0.07639 -0.09169 0.99285 1.40629
1250 0.37812 -0.92405 -0.05617 31.96331 0.92277 0.37134 0.10298 -27.20102 -0.07430 -0.09077 0.99310 1.42029
1251 0.37100 -0.92703 -0.05459 31.97138 0.92564 0.36446 0.10175 -27.21435 -0.07443 -0.08828 0.99331 1.43167
1252 0.36636 -0.92893 -0.05363 32.03715 0.92767 0.36017 0.09850 -27.23029 -0.07219 -0.08584 0.99369 1.45984
1253 0.35688 -0.93274 -0.05124 32.04696 0.93159 0.35131 0.09334 -27.25708 -0.06906 -0.08105 0.99431 1.50673
1254 0.35253 -0.93450 -0.04930 32.06828 0.93338 0.34733 0.09037 -27.24324 -0.06733 -0.07787 0.99469 1.54835
1255 0.34626 -0.93691 -0.04803 32.11960 0.93554 0.34105 0.09193 -27.25453 -0.06975 -0.07676 0.99461 1.55348
1256 0.33832 -0.93969 -0.05019 32.15820 0.93880 0.33337 0.08666 -27.26540 -0.06470 -0.07644 0.99497 1.51711
1257 0.33090 -0.94219 -0.05282 32.21319 0.94167 0.32604 0.08337 -27.28870 -0.06133 -0.07732 0.99512 1.47391
1258 0.32212 -0.94519 -0.05349 32.25261 0.94464 0.31718 0.08397 -27.32485 -0.06240 -0.07758 0.99503 1.42785
1259 0.31406 -0.94792 -0.05302 32.28169 0.94728 0.30914 0.08418 -27.32991 -0.06341 -0.07666 0.99504 1.45106
1260 0.30487 -0.95098 -0.05188 32.31273 0.95019 0.30001 0.08447 -27.32696 -0.06476 -0.07505 0.99507 1.45669
1261 0.29500 -0.95420 -0.04985 32.35147 0.95332 0.29040 0.08278 -27.32569 -0.06452 -0.07194 0.99532 1.46277
1262 0.28487 -0.95725 -0.05029 32.38094 0.95643 0.28035 0.08152 -27.34630 -0.06394 -0.07132 0.99540 1.48510
1263 0.27468 -0.96025 -0.04961 32.43244 0.95949 0.27036 0.07929 -27.36840 -0.06273 -0.06938 0.99562 1.47631
1264 0.26536 -0.96286 -0.04984 32.45692 0.96212 0.26110 0.07839 -27.36748 -0.06247 -0.06875 0.99568 1.48936
1265 0.25711 -0.96506 -0.05059 32.51173 0.96434 0.25282 0.07827 -27.37423 -0.06274 -0.06891 0.99565 1.48557
1266 0.24847 -0.96733 -0.05025 32.55442 0.96666 0.24432 0.07664 -27.38652 -0.06186 -0.06762 0.99579 1.47338
1267 0.23882 -0.96977 -0.05006 32.58771 0.96904 0.23468 0.07670 -27.39817 -0.06263 -0.06682 0.99580 1.48930
1268 0.22937 -0.97218 -0.04749 32.61211 0.97123 0.22539 0.07688 -27.41647 -0.06404 -0.06376 0.99591 1.52051
1269 0.21949 -0.97459 -0.04478 32.64376 0.97358 0.21584 0.07456 -27.42084 -0.06300 -0.05996 0.99621 1.55335
1270 0.21140 -0.97644 -0.04321 32.66881 0.97516 0.20772 0.07691 -27.41567 -0.06612 -0.05839 0.99610 1.56658
1271 0.20194 -0.97833 -0.04576 32.71619 0.97715 0.19810 0.07700 -27.42171 -0.06627 -0.06026 0.99598 1.55028
1272 0.19333 -0.98007 -0.04578 32.76373 0.97867 0.18932 0.07977 -27.43603 -0.06952 -0.06022 0.99576 1.50901
1273 0.18590 -0.98153 -0.04516 32.80622 0.97989 0.18180 0.08218 -27.45574 -0.07246 -0.05953 0.99559 1.47892
1274 0.17692 -0.98331 -0.04251 32.84175 0.98134 0.17293 0.08404 -27.46032 -0.07529 -0.05658 0.99556 1.50566
1275 0.16734 -0.98509 -0.04002 32.87423 0.98300 0.16360 0.08335 -27.45798 -0.07556 -0.05329 0.99572 1.51413
1276 0.15520 -0.98716 -0.03782 32.88905 0.98511 0.15179 0.08070 -27.47206 -0.07392 -0.04978 0.99602 1.54240
1277 0.14904 -0.98812 -0.03736 32.94337 0.98610 0.14572 0.07985 -27.46983 -0.07346 -0.04874 0.99611 1.54118
1278 0.14583 -0.98867 -0.03547 32.98679 0.98655 0.14265 0.07979 -27.48156 -0.07382 -0.04663 0.99618 1.53573
1279 0.14537 -0.98864 -0.03817 33.03178 0.98654 0.14192 0.08120 -27.48731 -0.07486 -0.04946 0.99597 1.53342
1280 0.14448 -0.98855 -0.04354 33.05640 0.98671 0.14062 0.08149 -27.49029 -0.07443 -0.05474 0.99572 1.53553
1281 0.14206 -0.98881 -0.04562 33.09587 0.98695 0.13797 0.08301 -27.49775 -0.07578 -0.05682 0.99550 1.54746
1282 0.14217 -0.98873 -0.04700 33.14721 0.98697 0.13798 0.08278 -27.49827 -0.07536 -0.05816 0.99546 1.53714
1283 0.14021 -0.98905 -0.04615 33.16628 0.98737 0.13620 0.08089 -27.51428 -0.07372 -0.05691 0.99565 1.52796
1284 0.14362 -0.98861 -0.04504 33.22411 0.98668 0.13953 0.08363 -27.50739 -0.07640 -0.05645 0.99548 1.52466
1285 0.15138 -0.98745 -0.04509 33.23538 0.98544 0.14718 0.08511 -27.53307 -0.07740 -0.05732 0.99535 1.53130
1286 0.15885 -0.98626 -0.04542 33.26438 0.98421 0.15454 0.08632 -27.54032 -0.07811 -0.05842 0.99523 1.52868
1287 0.16807 -0.98474 -0.04525 33.30757 0.98278 0.16381 0.08549 -27.54343 -0.07677 -0.05884 0.99531 1.53713
1288 0.17820 -0.98299 -0.04439 33.36495 0.98120 0.17412 0.08324 -27.53937 -0.07409 -0.05838 0.99554 1.54810
1289 0.18809 -0.98113 -0.04489 33.41072 0.97922 0.18380 0.08570 -27.55378 -0.07583 -0.06007 0.99531 1.53463
1290 0.19838 -0.97903 -0.04637 33.43764 0.97715 0.19387 0.08716 -27.57066 -0.07634 -0.06260 0.99511 1.53523
1291 0.20886 -0.97697 -0.04364 33.45812 0.97488 0.20447 0.08830 -27.57223 -0.07734 -0.06099 0.99514 1.55699
1292 0.21689 -0.97520 -0.04413 33.48532 0.97338 0.21261 0.08561 -27.57805 -0.07410 -0.06153 0.99535 1.56847
1293 0.22697 -0.97287 -0.04490 33.53483 0.97107 0.22256 0.08653 -27.58406 -0.07419 -0.06324 0.99524 1.55116
1294 0.23651 -0.97068 -0.04295 33.59519 0.96871 0.23214 0.08776 -27.60648 -0.07522 -0.06237 0.99521 1.54001
1295 0.24519 -0.96864 -0.04033 33.62843 0.96684 0.24125 0.08382 -27.61546 -0.07147 -0.05954 0.99566 1.52678
1296 0.25440 -0.96629 -0.03960 33.67025 0.96456 0.25055 0.08274 -27.62341 -0.07003 -0.05925 0.99578 1.50759
1297 0.26440 -0.96362 -0.03920 33.70232 0.96191 0.26057 0.08263 -27.64589 -0.06941 -0.05956 0.99581 1.50620
1298 0.27490 -0.96069 -0.03887 33.72775 0.95913 0.27119 0.08072 -27.66884 -0.06700 -0.05947 0.99598 1.51801
1299 0.28481 -0.95779 -0.03907 33.76998 0.95638 0.28116 0.07932 -27.67035 -0.06498 -0.05995 0.99608 1.53510
1300 0.29370 -0.95509 -0.03914 33.79348 0.95378 0.29008 0.07849 -27.67028 -0.06361 -0.06038 0.99615 1.55192
1301 0.30182 -0.95250 -0.04068 33.83633 0.95137 0.29815 0.07744 -27.68333 -0.06163 -0.06208 0.99617 1.56599
1302 0.31329 -0.94875 -0.04160 33.88169 0.94769 0.30953 0.07794 -27.68645 -0.06107 -0.06384 0.99609 1.56315
1303 0.32534 -0.94462 -0.04305 33.92698 0.94361 0.32136 0.07956 -27.71994 -0.06132 -0.06651 0.99590 1.54905
1304 0.33423 -0.94150 -0.04319 33.94525 0.94053 0.33023 0.07976 -27.73358 -0.06083 -0.06728 0.99588 1.54822
1305 0.33900 -0.93973 -0.04464 33.98160 0.93894 0.33498 0.07861 -27.73498 -0.05892 -0.06857 0.99591 1.54237
1306 0.34071 -0.93910 -0.04483 34.01905 0.93829 0.33663 0.07926 -27.74924 -0.05935 -0.06907 0.99585 1.55448
1307 0.34182 -0.93853 -0.04817 34.06834 0.93791 0.33748 0.08016 -27.76087 -0.05898 -0.07258 0.99562 1.56012
1308 0.34154 -0.93862 -0.04835 34.09144 0.93804 0.33722 0.07974 -27.78111 -0.05854 -0.07259 0.99564 1.57070
1309 0.34350 -0.93790 -0.04854 34.13354 0.93739 0.33924 0.07884 -27.78875 -0.05748 -0.07258 0.99571 1.57738
1310 0.34327 -0.93803 -0.04753 34.16356 0.93732 0.33890 0.08104 -27.81393 -0.05991 -0.07237 0.99558 1.57799
1311 0.34386 -0.93765 -0.05068 34.19678 0.93692 0.33898 0.08530 -27.81818 -0.06280 -0.07682 0.99507 1.58434
1312 0.34154 -0.93825 -0.05505 34.22077 0.93788 0.33643 0.08479 -27.84606 -0.06104 -0.08060 0.99488 1.56457
1313 0.34308 -0.93755 -0.05737 34.27553 0.93737 0.33781 0.08502 -27.85360 -0.06033 -0.08294 0.99473 1.55588
1314 0.34114 -0.93825 -0.05754 34.31034 0.93805 0.33584 0.08535 -27.88766 -0.06076 -0.08309 0.99469 1.56217
1315 0.34446 -0.93709 -0.05671 34.34215 0.93685 0.33923 0.08504 -27.87464 -0.06045 -0.08242 0.99476 1.58466
1316 0.34361 -0.93745 -0.05595 34.38439 0.93729 0.33862 0.08260 -27.89393 -0.05849 -0.08082 0.99501 1.59377
1317 0.34423 -0.93714 -0.05723 34.40653 0.93707 0.33914 0.08295 -27.90018 -0.05832 -0.08218 0.99491 1.58496
1318 0.34397 -0.93732 -0.05590 34.45326 0.93702 0.33879 0.08491 -27.93039 -0.06065 -0.08158 0.99482 1.57084
1319 0.34280 -0.93779 -0.05520 34.47732 0.93734 0.33755 0.08636 -27.94128 -0.06236 -0.08134 0.99473 1.56391
1320 0.34285 -0.93788 -0.05324 34.51714 0.93737 0.33785 0.08481 -27.95668 -0.06155 -0.07899 0.99497 1.57202
1321 0.34205 -0.93821 -0.05256 34.54298 0.93771 0.33718 0.08371 -27.97893 -0.06081 -0.07792 0.99510 1.56254
1322 0.34471 -0.93723 -0.05272 34.58900 0.93675 0.33981 0.08384 -27.97371 -0.06066 -0.07829 0.99508 1.56088
1323 0.34184 -0.93817 -0.05464 34.63512 0.93777 0.33676 0.08480 -27.99829 -0.06116 -0.08023 0.99490 1.55004
1324 0.34343 -0.93767 -0.05322 34.66889 0.93708 0.33833 0.08607 -28.01037 -0.06270 -0.07943 0.99487 1.55106
1325 0.34212 -0.93830 -0.05042 34.71034 0.93758 0.33732 0.08457 -28.03630 -0.06234 -0.07620 0.99514 1.55678
1326 0.34323 -0.93800 -0.04845 34.74468 0.93718 0.33860 0.08397 -28.03601 -0.06236 -0.07422 0.99529 1.59014
1327 0.34232 -0.93849 -0.04527 34.77538 0.93736 0.33781 0.08506 -28.06648 -0.06454 -0.07155 0.99535 1.61642
1328 0.34226 -0.93848 -0.04590 34.78880 0.93742 0.33773 0.08480 -28.06482 -0.06408 -0.07206 0.99534 1.61645
1329 0.34191 -0.93862 -0.04564 34.84425 0.93764 0.33751 0.08311 -28.08569 -0.06261 -0.07122 0.99549 1.61091
1330 0.34144 -0.93868 -0.04797 34.88063 0.93783 0.33685 0.08365 -28.09873 -0.06236 -0.07355 0.99534 1.58294
1331 0.34201 -0.93834 -0.05052 34.93771 0.93762 0.33719 0.08465 -28.10636 -0.06240 -0.07632 0.99513 1.57411
1332 0.34059 -0.93879 -0.05163 34.95299 0.93818 0.33572 0.08437 -28.13043 -0.06187 -0.07717 0.99510 1.58614
1333 0.34163 -0.93820 -0.05540 35.00788 0.93790 0.33656 0.08404 -28.12849 -0.06020 -0.08067 0.99492 1.59702
1334 0.33933 -0.93883 -0.05867 35.04868 0.93899 0.33435 0.08065 -28.16166 -0.05610 -0.08246 0.99501 1.59114
1335 0.34092 -0.93824 -0.05893 35.08469 0.93837 0.33583 0.08174 -28.16805 -0.05690 -0.08317 0.99491 1.59035
1336 0.34034 -0.93847 -0.05874 35.12532 0.93848 0.33512 0.08342 -28.18733 -0.05860 -0.08352 0.99478 1.59288
1337 0.34098 -0.93826 -0.05837 35.16351 0.93826 0.33582 0.08299 -28.19011 -0.05826 -0.08306 0.99484 1.58875
1338 0.33985 -0.93866 -0.05850 35.19959 0.93867 0.33468 0.08298 -28.21724 -0.05831 -0.08312 0.99483 1.58708
1339 0.34079 -0.93831 -0.05857 35.23149 0.93834 0.33563 0.08283 -28.20849 -0.05806 -0.08319 0.99484 1.57843
1340 0.33846 -0.93921 -0.05775 35.27071 0.93934 0.33361 0.07966 -28.26476 -0.05555 -0.08121 0.99515 1.59708
1341 0.34153 -0.93816 -0.05658 35.30233 0.93822 0.33675 0.07969 -28.24935 -0.05570 -0.08030 0.99521 1.61392
1342 0.33639 -0.93987 -0.05904 35.32914 0.94025 0.33170 0.07687 -28.27052 -0.05267 -0.08137 0.99529 1.63055
1343 0.34067 -0.93824 -0.06049 35.37578 0.93877 0.33592 0.07664 -28.27802 -0.05158 -0.08289 0.99522 1.63629
1344 0.34184 -0.93784 -0.06002 35.40938 0.93834 0.33713 0.07653 -28.29085 -0.05154 -0.08248 0.99526 1.64616
1345 0.33986 -0.93872 -0.05747 35.43340 0.93895 0.33519 0.07762 -28.31538 -0.05360 -0.08034 0.99533 1.64655
1346 0.34179 -0.93822 -0.05413 35.47157 0.93820 0.33731 0.07751 -28.31233 -0.05446 -0.07727 0.99552 1.64386
1347 0.33827 -0.93977 -0.04911 35.49319 0.93934 0.33405 0.07785 -28.35019 -0.05675 -0.07246 0.99576 1.65655
1348 0.34141 -0.93876 -0.04662 35.55540 0.93803 0.33717 0.08009 -28.34514 -0.05946 -0.07107 0.99570 1.66464
1349 0.33768 -0.94011 -0.04652 35.57337 0.93939 0.33348 0.07963 -28.36818 -0.05934 -0.07059 0.99574 1.66873
